"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"407","Patrice Cormier","WPG","C","30","1990-06-14","Moncton","NB","CAN","CAN","74","215","2008","N.J","2","24","54"
"971","Patrick Brown","CAR","C","28","1992-05-29","Bloomfield Hills","MI","USA","USA","73","214","-","-","-","-","-"
"640","Patrick Cannone","MIN","C","34","1986-08-09","Bayport","NY","USA","USA","71","199","-","-","-","-","-"
"138","Patrick Eaves","ANA, DAL","R","36","1984-05-01","Calgary","AB","CAN","USA","70","203","2003","OTT","1","29","29"
"357","Patrick Kane","CHI","R","32","1988-11-19","Buffalo","NY","USA","USA","71","177","2007","CHI","1","1","1"
"13","Patrick Marleau","S.J, TOR","C, L","41","1979-09-15","Aneroid","SK","CAN","CAN","74","215","1997","S.J","1","2","2"
"331","Patrick Maroon","ANA, EDM, N.J","L","32","1988-04-23","St. Louis","MO","USA","USA","75","238","2007","PHI","6","10","161"
"77","Patrick Sharp","CHI, DAL","L","39","1981-12-27","Winnipeg","MB","CAN","CAN","73","200","2001","PHI","3","32","95"
"801","Patrick Sieloff","CGY, OTT","D","26","1994-05-15","Ann Arbor","MI","USA","USA","73","205","2012","CGY","2","12","42"
"402","Patrick Wiercioch","COL, OTT","D","30","1990-09-12","Burnaby","BC","CAN","CAN","77","202","2008","OTT","2","12","42"
"285","Patrik Berglund","STL","C","32","1988-06-02","Västerås","","SWE","SWE","76","215","2006","STL","1","25","25"
"2","Patrik Elias","N.J","C","44","1976-04-13","Trebic","","CZE","CZE","73","190","1994","N.J","2","25","51"
"1139","Patrik Laine","WPG","R","22","1998-04-19","Tampere","","FIN","FIN","77","201","2016","WPG","1","2","2"
"559","Patrik Nemeth","COL, DAL","D","29","1992-02-08","Stockholm","","SWE","SWE","75","228","2010","DAL","2","11","41"
"333","Paul Byron","MTL","L","31","1989-04-27","Ottawa","ON","CAN","CAN","69","165","2007","BUF","6","28","179"
"322","Paul Carey","NYR, WSH","C","32","1988-09-24","Boston","MA","USA","USA","73","200","2007","COL","5","14","135"
"62","Paul Gaustad","NSH","C","39","1982-02-03","Fargo","ND","USA","USA","77","227","2000","BUF","7","23","220"
"838","Paul LaDue","L.A","D","28","1992-09-06","Grand Forks","ND","USA","USA","74","200","2012","L.A","6","30","181"
"56","Paul Martin","S.J","D","40","1981-03-05","Minneapolis","MN","USA","USA","73","200","2000","N.J","2","32","62"
"342","Paul Postma","BOS, WPG","D","32","1989-02-22","Red Deer","AB","CAN","CAN","75","195","2007","ATL","7","24","205"
"213","Paul Stastny","STL, WPG","C","35","1985-12-27","Quebec City","QC","CAN","USA","72","193","2005","COL","2","14","44"
"637","Paul Thompson","FLA, N.J","R","32","1988-11-30","Methuen","MA","USA","USA","73","200","-","-","-","-","-"
"884","Pavel Buchnevich","NYR","L, R","25","1995-04-17","Cherepovets","","RUS","RUS","74","197","2013","NYR","3","14","75"
"34","Pavel Datsyuk","DET","C","42","1978-07-20","Sverdlovsk","","RUS","RUS","71","188","1998","DET","6","26","171"
"1057","Pavel Zacha","N.J","C","23","1997-04-06","Brno","","CZE","CZE","75","210","2015","N.J","1","6","6"
"891","Peter Cehlarik","BOS","L","25","1995-08-02","Zilina","","SVK","SVK","74","202","2013","BOS","3","29","90"
"473","Peter Holland","ARI, NYR, TOR","C","30","1991-01-14","Toronto","ON","CAN","CAN","74","193","2009","ANA","1","15","15"
"581","Petter Granberg","NSH","D","28","1992-08-27","Gallivare","","SWE","SWE","75","200","2010","TOR","4","26","116"
"840","Petteri Lindbohm","STL","D","27","1993-09-23","Helsinki","","FIN","FIN","75","198","2012","STL","6","25","176"
"290","Phil Kessel","PIT","C, R","33","1987-10-02","Madison","WI","USA","USA","72","202","2006","BOS","1","5","5"
"521","Phil Varone","BUF, OTT","C","30","1990-12-04","Vaughan","ON","CAN","CAN","70","193","2009","S.J","5","26","147"
"1191","Philip Holm","VAN","D","29","1991-12-08","Stockholm","","SWE","SWE","73","190","-","-","-","-","-"
"425","Philip Larsen","VAN","D","31","1989-12-07","Esbjerg","","DNK","DNK","73","185","2008","DAL","5","28","149"
"483","Philip Samuelsson","ARI","D","29","1991-07-26","Leksand","","SWE","SWE","74","194","2009","PIT","2","31","61"
"744","Phillip Danault","CHI, MTL","C, L","28","1993-02-24","Victoriaville","QC","CAN","CAN","73","200","2011","CHI","1","26","26"
"779","Phillip Di Giuseppe","CAR","L","27","1993-10-09","Toronto","ON","CAN","CAN","72","193","2012","CAR","2","8","38"
"980","Pierre-Edouard Bellemare","PHI, VGK","L","36","1985-03-06","Le Blanc-Mesnil","","FRA","FRA","72","198","-","-","-","-","-"
"1147","Pierre-Luc Dubois","CBJ","C","22","1998-06-24","Ste-Agathe-Des-Monts","QC","CAN","CAN","75","205","2016","CBJ","1","3","3"
"778","Pontus Aberg","EDM, NSH","L","27","1993-09-23","Stockholm","","SWE","SWE","71","194","2012","NSH","2","7","37"
"578","Quinton Howden","FLA, WPG","C","29","1992-01-21","Winnipeg","MB","CAN","CAN","74","189","2010","FLA","1","25","25"
"68","R.J. Umberger","PHI","C","38","1982-05-03","Pittsburgh","PA","USA","USA","74","214","2001","VAN","1","16","16"
"800","Radek Faksa","DAL","C","27","1994-01-09","Vitkov","","CZE","CZE","75","220","2012","DAL","1","13","13"
"42","Radim Vrbata","ARI, FLA, VAN","R","39","1981-06-13","Mlada Boleslav","","CZE","CZE","73","194","1999","COL","7","26","212"
"534","Radko Gudas","PHI","D","30","1990-06-05","Prague","","CZE","CZE","72","208","2010","T.B","3","6","66"
"1054","Rasmus Andersson","CGY","D","24","1996-10-27","Malmö","","SWE","SWE","73","214","2015","CGY","2","23","53"
"937","Rasmus Ristolainen","BUF","D","26","1994-10-27","Turku","","FIN","FIN","76","221","2013","BUF","1","8","8"
"696","Reid Boucher","N.J, NSH, VAN","C","27","1993-09-08","Lansing","MI","USA","USA","70","195","2011","N.J","4","8","99"
"480","Reilly Smith","FLA, VGK","R","29","1991-04-01","Toronto","ON","CAN","CAN","72","182","2009","DAL","3","8","69"
"913","Remi Elie","DAL","L","25","1995-04-16","Cornwall","ON","CAN","CAN","73","215","2013","DAL","2","10","40"
"209","Rene Bourque","CBJ, COL","R","39","1981-12-10","Lac La Biche","AB","CAN","CAN","74","217","-","-","-","-","-"
"235","Rich Clune","TOR","L","33","1987-04-25","Toronto","ON","CAN","CAN","70","207","2005","DAL","3","10","71"
"490","Richard Panik","ARI, CHI","R","30","1991-02-07","Martin","","SVK","SVK","73","203","2009","T.B","2","22","52"
"91","Rick Nash","BOS, NYR","L, R","36","1984-06-16","Brampton","ON","CAN","CAN","76","211","2002","CBJ","1","1","1"
"747","Rickard Rakell","ANA","C, R","27","1993-05-05","Sundbyberg","","SWE","SWE","74","196","2011","ANA","1","30","30"
"842","Riley Barber","WSH","R","27","1994-02-07","Pittsburgh","PA","USA","USA","72","203","2012","WSH","6","16","167"
"339","Riley Nash","BOS, CAR","C","31","1989-05-09","Consort","AB","CAN","CAN","73","188","2007","EDM","1","21","21"
"580","Riley Sheahan","DET, PIT","C","29","1991-12-07","St. Catharines","ON","CAN","CAN","75","216","2010","DET","1","21","21"
"961","Rinat Valiev","MTL, TOR","D","25","1995-05-11","Nizhnekamsk","","ROU","RUS","75","215","2014","TOR","3","8","68"
"314","Rob Klinkhammer","EDM","L","34","1986-08-12","Lethbridge","AB","CAN","CAN","75","214","-","-","-","-","-"
"651","Rob O'Gara","BOS, NYR","D","27","1993-07-06","Massapequa","NY","USA","USA","76","214","2011","BOS","5","30","151"
"31","Rob Scuderi","CHI, L.A, PIT","D","42","1978-12-30","Syosset","NY","USA","USA","73","216","1998","PIT","5","20","134"
"693","Robbie Russo","DET","D","28","1993-02-15","Westmont","IL","USA","USA","72","191","2011","NYI","4","4","95"
"1002","Robby Fabbri","STL","C","25","1996-01-22","Mississauga","ON","CAN","CAN","70","190","2014","STL","1","21","21"
"358","Robert Bortuzzo","STL","D","32","1989-03-18","Thunder Bay","ON","CAN","CAN","76","216","2007","PIT","3","17","78"
"914","Robert Hagg","PHI","D","26","1995-02-08","Uppsala","","SWE","SWE","74","204","2013","PHI","2","11","41"
"699","Rocco Grimaldi","COL, FLA","C","28","1993-02-08","Anaheim","CA","USA","USA","66","180","2011","FLA","2","3","33"
"1016","Roland McKeown","CAR","D","25","1996-01-20","Listowel","ON","CAN","CAN","73","195","2014","L.A","2","20","50"
"399","Roman Josi","NSH","D","30","1990-06-01","Bern","","CHE","CHE","73","201","2008","NSH","2","8","38"
"1163","Roman Lyubimov","PHI","L","29","1992-01-06","Tver","","RUS","RUS","74","207","-","-","-","-","-"
"203","Roman Polak","S.J, TOR","D","34","1986-04-28","Ostrava","","CZE","CZE","74","240","2004","STL","6","17","180"
"47","Ron Hainsey","CAR, PIT, TOR","D","40","1981-03-24","Bolton","CT","USA","USA","75","201","2000","MTL","1","13","13"
"958","Ronalds Kenins","VAN","L","30","1991-02-28","Riga","","LVA","LVA","72","201","-","-","-","-","-"
"952","Ross Johnston","NYI","L","27","1994-02-18","Charlottetown","PE","CAN","CAN","77","235","-","-","-","-","-"
"196","Ryan Callahan","T.B","R","36","1985-03-21","Rochester","NY","USA","USA","70","187","2004","NYR","4","29","127"
"967","Ryan Carpenter","S.J, VGK","C","30","1991-01-18","Oviedo","FL","USA","USA","72","200","-","-","-","-","-"
"306","Ryan Carter","MIN","L","37","1983-08-03","White Bear Lake","MN","USA","USA","73","205","-","-","-","-","-"
"1018","Ryan Donato","BOS","C","24","1996-04-09","Boston","MA","USA","USA","72","192","2014","BOS","2","26","56"
"645","Ryan Dzingel","OTT","C, L","29","1992-03-09","Wheaton","IL","USA","USA","72","190","2011","OTT","7","23","204"
"469","Ryan Ellis","NSH","D","30","1991-01-03","Hamilton","ON","CAN","CAN","70","180","2009","NSH","1","11","11"
"629","Ryan Garbutt","ANA, CHI","C","35","1985-08-12","Edmonton","AB","CAN","CAN","72","195","-","-","-","-","-"
"131","Ryan Getzlaf","ANA","C","35","1985-05-10","Regina","SK","CAN","CAN","76","228","2003","ANA","1","19","19"
"905","Ryan Hartman","CHI, NSH","L, R","26","1994-09-20","Hilton Head Isl.","SC","USA","USA","72","192","2013","CHI","1","30","30"
"591","Ryan Johansen","CBJ, NSH","C","28","1992-07-31","Vancouver","BC","CAN","CAN","75","218","2010","CBJ","1","4","4"
"1123","Ryan Johnston","MTL","D","29","1992-02-14","Sudbury","ON","CAN","CAN","70","180","-","-","-","-","-"
"134","Ryan Kesler","ANA","C","36","1984-08-31","Livonia","MI","USA","USA","74","206","2003","VAN","1","23","23"
"1124","Ryan Lomberg","CGY","L","26","1994-09-12","Richmond Hill","ON","CAN","CAN","69","187","-","-","-","-","-"
"361","Ryan McDonagh","NYR, T.B","D","31","1989-06-13","St. Paul","MN","USA","USA","73","215","2007","MTL","1","12","12"
"731","Ryan Murphy","CAR, MIN","D","27","1993-03-31","Aurora","ON","CAN","CAN","71","181","2011","CAR","1","12","12"
"771","Ryan Murray","CBJ","D","27","1993-09-27","Regina","SK","CAN","CAN","73","206","2012","CBJ","1","2","2"
"720","Ryan Nugent-Hopkins","EDM","C","27","1993-04-12","Burnaby","BC","CAN","CAN","72","184","2011","EDM","1","1","1"
"454","Ryan O'Reilly","BUF","C","30","1991-02-07","Clinton","ON","CAN","CAN","73","216","2009","COL","2","3","33"
"944","Ryan Pulock","NYI","D","26","1994-10-06","Dauphin","MB","CAN","CAN","74","215","2013","NYI","1","15","15"
"250","Ryan Reaves","PIT, STL, VGK","R","34","1987-01-20","Winnipeg","MB","CAN","CAN","73","225","2005","STL","5","31","156"
"549","Ryan Spooner","BOS, NYR","C","29","1992-01-30","Ottawa","ON","CAN","CAN","70","191","2010","BOS","2","15","45"
"716","Ryan Sproul","DET, NYR","D","28","1993-01-13","Mississauga","ON","CAN","CAN","76","205","2011","DET","2","25","55"
"536","Ryan Stanton","WSH","D","31","1989-07-20","St. Albert","AB","CAN","CAN","73","205","-","-","-","-","-"
"724","Ryan Strome","EDM, NYI","C, R","27","1993-07-11","Mississauga","ON","CAN","CAN","73","193","2011","NYI","1","5","5"
"122","Ryan Suter","MIN","D","36","1985-01-21","Madison","WI","USA","USA","74","205","2003","NSH","1","7","7"
"275","Ryan White","ARI, MIN, PHI","C","33","1988-03-17","Brandon","MB","CAN","CAN","72","200","2006","MTL","3","3","66"
"985","Sam Bennett","CGY","C","24","1996-06-20","Holland Landing","ON","CAN","CAN","73","195","2014","CGY","1","4","4"
"610","Sam Carrick","TOR","C","29","1992-02-04","Markham","ON","CAN","CAN","72","205","2010","TOR","5","24","144"
"334","Sam Gagner","CBJ, PHI, VAN","C","31","1989-08-10","London","ON","CAN","CAN","71","200","2007","EDM","1","6","6"
"983","Sam Reinhart","BUF","C","25","1995-11-06","West Vancouver","BC","CAN","CAN","73","193","2014","BUF","1","2","2"
"1121","Sami Niku","WPG","D","24","1996-10-10","Haapavesi","","FIN","FIN","73","176","2015","WPG","7","17","198"
"495","Sami Vatanen","ANA, N.J","D","29","1991-06-03","Jyväskylä","","FIN","FIN","70","185","2009","ANA","4","15","106"
"1038","Sammy Blais","STL","L","24","1996-06-17","Montmagny","QC","CAN","CAN","74","205","2014","STL","6","26","176"
"1146","Samuel Girard","COL, NSH","D","22","1998-05-12","Roberval","QC","CAN","CAN","70","170","2016","NSH","2","17","47"
"750","Samuel Henley","COL","C","27","1993-07-25","Val-d'Or","QC","CAN","CAN","76","210","-","-","-","-","-"
"940","Samuel Morin","PHI","D","25","1995-07-12","Lac-Beauport","QC","CAN","CAN","78","202","2013","PHI","1","11","11"
"24","Scott Gomez","OTT, STL","C","41","1979-12-23","Anchorage","AK","USA","USA","71","200","1998","N.J","1","27","27"
"715","Scott Harrington","CBJ, TOR","D","28","1993-03-10","Kingston","ON","CAN","CAN","74","206","2011","PIT","2","24","54"
"46","Scott Hartnell","CBJ, NSH","L","38","1982-04-18","Regina","SK","CAN","CAN","74","215","2000","NSH","1","6","6"
"809","Scott Kosmachuk","WPG","R","27","1994-01-24","Richmond Hill","ON","CAN","CAN","71","185","2012","WPG","3","9","70"
"785","Scott Laughton","PHI","C","26","1994-05-30","Oakville","ON","CAN","CAN","73","190","2012","PHI","1","20","20"
"700","Scott Mayfield","NYI","D","28","1992-10-14","St. Louis","MO","USA","USA","76","220","2011","NYI","2","4","34"
"648","Scott Wilson","BUF, DET, PIT","C, L","28","1992-04-24","Oakville","ON","CAN","CAN","71","177","2011","PIT","7","28","209"
"94","Scottie Upshall","STL","R","37","1983-10-07","Fort McMurray","AB","CAN","CAN","72","200","2002","NSH","1","6","6"
"435","Sean Collins","WSH","C","32","1988-12-29","Saskatoon","SK","CAN","CAN","73","198","2008","CBJ","7","6","187"
"727","Sean Couturier","PHI","C","28","1992-12-07","Phoenix","AZ","USA","CAN","75","211","2011","PHI","1","8","8"
"667","Sean Kuraly","BOS","C","28","1993-01-20","Dublin","OH","USA","USA","74","213","2011","S.J","5","12","133"
"880","Sean Malone","BUF","C","25","1995-04-30","Buffalo","NY","USA","USA","72","197","2013","BUF","6","8","159"
"935","Sean Monahan","CGY","C","26","1994-10-12","Brampton","ON","CAN","CAN","75","200","2013","CGY","1","6","6"
"1068","Sebastian Aho","CAR","R","23","1997-07-26","Rauma","","FIN","FIN","71","176","2015","CAR","2","5","35"
"1194","Sebastian Aho","NYI","D","25","1996-02-17","Umea","","SWE","SWE","70","184","2017","NYI","5","15","139"
"1122","Sergei Plotnikov","ARI, PIT","L","30","1990-06-03","Komsomolsk","","RUS","RUS","74","202","-","-","-","-","-"
"1107","Sergey Kalinin","N.J","C","30","1991-03-17","Omsk","","RUS","RUS","75","200","-","-","-","-","-"
"955","Sergey Tolchinsky","CAR","L","26","1995-02-03","Moscow","","RUS","RUS","68","170","-","-","-","-","-"
"748","Seth Griffith","BOS, BUF, FLA, TOR","C","28","1993-01-04","Wallaceburg","ON","CAN","CAN","69","190","2012","BOS","5","10","131"
"512","Seth Helgeson","N.J","D","30","1990-10-08","Faribault","MN","USA","USA","76","219","2009","N.J","4","23","114"
"933","Seth Jones","CBJ, NSH","D","26","1994-10-03","Arlington","TX","USA","USA","76","213","2013","NSH","1","4","4"
"4","Shane Doan","ARI","R","44","1976-10-10","Halkirk","AB","CAN","CAN","73","223","1995","WIN","1","7","7"
"1033","Shane Gersich","WSH","L","24","1996-07-10","Chaska","MN","USA","USA","71","180","2014","WSH","5","14","134"
"535","Shane Harper","FLA","R","32","1989-02-01","Valencia","CA","USA","USA","71","193","-","-","-","-","-"
"671","Shane Prince","NYI, OTT","C, L","28","1992-11-16","Rochester","NY","USA","USA","71","193","2011","OTT","2","31","61"
"30","Shawn Horcoff","ANA","C","42","1978-09-17","Trail","BC","CAN","CAN","73","210","1998","EDM","4","13","99"
"299","Shawn Matthias","COL, TOR, WPG","L","33","1988-02-19","Mississauga","ON","CAN","CAN","76","231","2006","DET","2","17","47"
"11","Shawn Thornton","FLA","L","43","1977-07-23","Oshawa","ON","CAN","CAN","74","217","1997","TOR","7","29","190"
"808","Shayne Gostisbehere","PHI","D","27","1993-04-20","Pembroke Pines","FL","USA","USA","71","180","2012","PHI","3","17","78"
"901","Shea Theodore","ANA, VGK","D","25","1995-08-03","Langley","BC","CAN","CAN","74","195","2013","ANA","1","26","26"
"143","Shea Weber","MTL, NSH","D","35","1985-08-14","Sicamous","BC","CAN","CAN","76","229","2003","NSH","2","19","49"
"214","Sidney Crosby","PIT","C","33","1987-08-07","Cole Harbour","NS","CAN","CAN","71","200","2005","PIT","1","1","1"
"452","Simon Despres","ANA","D","29","1991-07-27","Laval","QC","CAN","CAN","76","218","2009","PIT","1","30","30"
"797","Slater Koekkoek","T.B","D","27","1994-02-18","Winchester","ON","CAN","CAN","74","193","2012","T.B","1","10","10"
"997","Sonny Milano","CBJ","L","24","1996-05-12","Massapequa","NY","USA","USA","72","194","2014","CBJ","1","16","16"
"764","Spencer Abbott","CHI","L","32","1988-04-30","Hamilton","ON","CAN","CAN","69","170","-","-","-","-","-"
"1195","Spencer Foo","CGY","R","26","1994-05-19","St. Albert","AB","CAN","CAN","72","190","-","-","-","-","-"
"603","Stanislav Galiev","WSH","R","29","1992-01-17","Moscow","","RUS","RUS","73","197","2010","WSH","3","26","86"
"488","Stefan Elliott","ARI, NSH","D","30","1991-01-30","Vancouver","BC","CAN","CAN","73","190","2009","COL","2","19","49"
"783","Stefan Matteau","MTL, N.J, VGK","C","27","1994-02-23","Chicago","IL","USA","USA","74","208","2012","N.J","1","29","29"
"740","Stefan Noesen","ANA, N.J","R","28","1993-02-12","Plano","TX","USA","USA","73","205","2011","OTT","1","21","21"
"261","Stephen Gionta","N.J, NYI","R","37","1983-10-09","Rochester","NY","USA","USA","67","177","-","-","-","-","-"
"552","Stephen Johns","DAL","D","28","1992-04-18","Ellwood City","PA","USA","USA","76","225","2010","CHI","2","30","60"
"128","Steve Bernier","NYI","R","35","1985-03-31","Quebec City","QC","CAN","CAN","75","222","2003","S.J","1","16","16"
"227","Steve Downie","ARI","R","33","1987-04-03","Newmarket","ON","CAN","CAN","71","191","2005","PHI","1","29","29"
"632","Steve Oleksy","PIT","D","35","1986-02-04","Chesterfield","MI","USA","USA","72","188","-","-","-","-","-"
"50","Steve Ott","DET, MTL, STL","C","38","1982-08-19","Summerside","PE","CAN","CAN","72","193","2000","DAL","1","25","25"
"679","Steven Fogarty","NYR","C","27","1993-04-19","Chambersburg","PA","USA","USA","75","204","2011","NYR","3","11","72"
"320","Steven Kampfer","FLA, NYR","D","32","1988-09-24","Ann Arbor","MI","USA","USA","71","198","2007","ANA","4","2","93"
"915","Steven Santini","N.J","D","26","1995-03-07","Bronxville","NY","USA","USA","74","205","2013","N.J","2","12","42"
"380","Steven Stamkos","T.B","C","31","1990-02-07","Markham","ON","CAN","CAN","73","193","2008","T.B","1","1","1"
"743","Stuart Percy","TOR","D","27","1993-05-18","Oakville","ON","CAN","CAN","73","187","2011","TOR","1","25","25"
"888","Sven Andrighetto","COL, MTL","R","28","1993-03-21","Zurich","","CHE","CHE","70","188","2013","MTL","3","25","86"
"732","Sven Baertschi","VAN","L","28","1992-10-05","Bern","","CHE","CHE","71","190","2011","CGY","1","13","13"
"224","T.J. Oshie","WSH","R","34","1986-12-23","Everett","WA","USA","USA","71","196","2005","STL","1","24","24"
"1151","Tage Thompson","STL","C","23","1997-10-30","Phoenix","AZ","USA","USA","77","219","2016","STL","1","26","26"
"1125","Tanner Fritz","NYI","C","29","1991-08-20","Grande Prairie","AB","CAN","CAN","71","192","-","-","-","-","-"
"161","Tanner Glass","CGY, NYR","L","37","1983-11-29","Regina","SK","CAN","CAN","73","213","2003","FLA","9","4","265"
"1099","Tanner Kero","CHI","C","28","1992-07-24","Hancock","MI","USA","USA","72","180","-","-","-","-","-"
"784","Tanner Pearson","L.A","L","28","1992-08-10","Kitchener","ON","CAN","CAN","73","201","2012","L.A","1","30","30"
"810","Tanner Richard","T.B","C","27","1993-04-06","Markham","ON","CAN","CAN","72","192","2012","T.B","3","10","71"
"481","Taylor Beck","EDM, NYI, NYR","L","29","1991-05-13","St. Catharines","ON","CAN","CAN","74","203","2009","NSH","3","9","70"
"230","Taylor Chorney","CBJ, WSH","D","33","1987-04-27","Thunder Bay","ON","CAN","USA","72","193","2005","EDM","2","6","36"
"633","Taylor Fedun","BUF, VAN","D","32","1988-06-04","Edmonton","AB","CAN","CAN","73","200","-","-","-","-","-"
"589","Taylor Hall","EDM, N.J","L","29","1991-11-14","Calgary","AB","CAN","CAN","73","206","2010","EDM","1","1","1"
"828","Taylor Leier","PHI","L","27","1994-02-15","Saskatoon","SK","CAN","CAN","71","180","2012","PHI","4","26","117"
"313","Teddy Purcell","EDM, FLA, L.A","L, R","35","1985-09-08","St. John's","NL","CAN","CAN","74","195","-","-","-","-","-"
"598","Teemu Pulkkinen","ARI, DET, MIN","L","29","1992-01-02","Vantaa","","FIN","FIN","70","185","2010","DET","4","21","111"
"794","Teuvo Teravainen","CAR, CHI","L","26","1994-09-11","Helsinki","","FIN","FIN","71","191","2012","CHI","1","18","18"
"1085","Thomas Chabot","OTT","D","24","1997-01-30","Sainte-Marie","QC","CAN","CAN","74","190","2015","OTT","1","18","18"
"340","Thomas Hickey","NYI","D","32","1989-02-08","Calgary","AB","CAN","CAN","72","186","2007","L.A","1","4","4"
"120","Thomas Vanek","CBJ, DET, FLA, MIN, VAN","L","37","1984-01-19","Vienna","","AUT","AUT","74","214","2003","BUF","1","5","5"
"609","Tim Heed","S.J","D","30","1991-01-27","Gothenburg","","SWE","SWE","72","180","2010","ANA","5","12","132"
"70","Tim Jackman","ANA","R","39","1981-11-14","Minot","ND","USA","USA","74","188","2001","CBJ","2","8","38"
"862","Tim Schaller","BOS, BUF","C","30","1990-11-16","Merrimack","NH","USA","USA","74","204","-","-","-","-","-"
"1063","Timo Meier","S.J","R","24","1996-10-08","Herisau","","CHE","CHE","72","210","2015","S.J","1","9","9"
"351","TJ Brennan","TOR","D","31","1989-04-03","Willingboro","NJ","USA","USA","73","216","2007","BUF","2","1","31"
"418","TJ Brodie","CGY","D","30","1990-06-07","Chatham","ON","CAN","CAN","73","185","2008","CGY","4","23","114"
"675","TJ Tynan","CBJ","C","29","1992-02-25","Orland Park","IL","USA","USA","68","165","2011","CBJ","3","5","66"
"894","Tobias Lindberg","TOR","R","25","1995-07-22","Stockholm","","SWE","SWE","75","215","2013","OTT","4","11","102"
"663","Tobias Rieder","ARI, L.A","C, R","28","1993-01-10","Landshut","","DEU","DEU","71","189","2011","EDM","4","23","114"
"158","Toby Enstrom","WPG","D","36","1984-11-05","Nordingra","","SWE","SWE","70","180","2003","ATL","8","10","239"
"93","Tom Gilbert","L.A, MTL","D","38","1983-01-10","Bloomington","MN","USA","USA","74","210","2002","COL","4","33","129"
"606","Tom Kuhnhackl","PIT","R","29","1992-01-21","Landshut","","DEU","DEU","74","196","2010","PIT","4","20","110"
"244","Tom Pyatt","OTT","C, L","34","1987-02-14","Thunder Bay","ON","CAN","CAN","71","185","2005","NYR","4","16","107"
"287","Tom Sestito","PIT","L","33","1987-09-28","Rome","NY","USA","USA","77","228","2006","CBJ","3","22","85"
"792","Tom Wilson","WSH","R","26","1994-03-29","Toronto","ON","CAN","CAN","76","220","2012","WSH","1","16","16"
"90","Tomas Fleischmann","CHI, MTL","L","36","1984-05-16","Koprivnice","","CZE","CZE","73","192","2002","DET","2","33","63"
"793","Tomas Hertl","S.J","C","27","1993-11-12","Praha","","CZE","CZE","74","215","2012","S.J","1","17","17"
"755","Tomas Hyka","VGK","R","28","1993-03-23","Mlada Boleslav","","CZE","CZE","71","160","2012","L.A","6","20","171"
"701","Tomas Jurco","CHI, DET","L","28","1992-12-28","Kosice","","SVK","SVK","74","197","2011","DET","2","5","35"
"981","Tomas Nosek","DET, VGK","L","28","1992-09-01","Pardubice","","CZE","CZE","75","205","-","-","-","-","-"
"76","Tomas Plekanec","MTL, TOR","C","38","1982-10-31","Kladno","","CZE","CZE","71","190","2001","MTL","3","8","71"
"482","Tomas Tatar","DET, VGK","C, L","30","1990-12-01","Ilava","","SVK","SVK","70","173","2009","DET","2","30","60"
"326","Tommy Cross","BOS","D","31","1989-09-12","Hartford","CT","USA","USA","75","205","2007","BOS","2","5","35"
"433","Tommy Wingels","BOS, CHI, OTT, S.J","C, R","32","1988-04-12","Evanston","IL","USA","USA","72","200","2008","S.J","6","26","177"
"1000","Tony DeAngelo","ARI, NYR","D","25","1995-10-24","Sewell","NJ","USA","USA","71","180","2014","T.B","1","19","19"
"762","Torey Krug","BOS","D","29","1991-04-12","Livonia","MI","USA","USA","69","186","-","-","-","-","-"
"195","Torrey Mitchell","L.A, MTL","C","36","1985-01-30","Greenfield Park","QC","CAN","CAN","71","186","2004","S.J","4","28","126"
"657","Travis Boyd","WSH","C","27","1993-09-14","Hopkins","MN","USA","USA","71","190","2011","WSH","6","26","177"
"1061","Travis Dermott","TOR","D","24","1996-12-22","Newmarket","ON","CAN","CAN","72","205","2015","TOR","2","4","34"
"405","Travis Hamonic","CGY, NYI","D","30","1990-08-16","St. Malo","MB","CAN","CAN","74","205","2008","NYI","2","23","53"
"1072","Travis Konecny","PHI","C","24","1997-03-11","London","ON","CAN","CAN","70","175","2015","PHI","1","24","24"
"59","Travis Moen","DAL","L","38","1982-04-06","Stewart Valley","SK","CAN","CAN","74","215","2000","CGY","5","25","155"
"998","Travis Sanheim","PHI","D","24","1996-03-29","Elkhorn","MB","CAN","CAN","75","181","2014","PHI","1","17","17"
"176","Travis Zajac","N.J","C","35","1985-05-13","Winnipeg","MB","CAN","CAN","74","185","2004","N.J","1","20","20"
"827","Trevor Carrick","CAR","D","26","1994-07-04","Stouffville","ON","CAN","CAN","74","196","2012","CAR","4","24","115"
"95","Trevor Daley","CHI, DET, PIT","D","37","1983-10-09","Toronto","ON","CAN","CAN","71","199","2002","DAL","2","13","43"
"272","Trevor Lewis","L.A","C","34","1987-01-08","Salt Lake City","UT","USA","USA","73","202","2006","L.A","1","17","17"
"960","Trevor Murphy","ARI","D","25","1995-07-17","Windsor","ON","CAN","CAN","70","180","-","-","-","-","-"
"312","Trevor Smith","NSH","C","36","1985-02-08","Ottawa","ON","CAN","CAN","73","195","-","-","-","-","-"
"966","Trevor van Riemsdyk","CAR, CHI","D","29","1991-07-24","Middletown","NJ","USA","USA","74","188","-","-","-","-","-"
"204","Troy Brouwer","CGY, STL","R","35","1985-08-17","Vancouver","BC","CAN","CAN","75","213","2004","CHI","7","21","214"
"1153","Troy Stecher","VAN","D","26","1994-04-07","Richmond","BC","CAN","CAN","70","186","-","-","-","-","-"
